"suite","cohort","task","metric","selected_pairs","measured_pairs","shell_mean_ns","transparent_mean_ns","delta_ns","delta_ci95_low_ns","delta_ci95_high_ns","ratio","ratio_ci95_low","ratio_ci95_high"
"online","strict","output_split_large","codex_total_ns",8,8,36389457661.875,29815927521.5,-6573530140.375,-21295223796.625,1434375376.875,0.8193561937236002,0.574834594094414,1.0499142208541443
"online","strict","output_split_large","startup_to_ready_ns",8,8,22574807.5,23357326.375,782518.875,-213472.875,1783888.75,1.0346633686688136,0.9907201174169508,1.0807190914798446
"online","strict","output_split_large","tool_call_ns",8,8,74428101.125,84202062.75,9773961.625,-5830270.625,22855105.375,1.1313208516308229,0.9315133323846287,1.3429321977821687
"online","strict","output_truncation_tail","codex_total_ns",8,8,31596137387.75,47111214410.375,15515077022.625,-1431220093,47343613683.875,1.4910434725682729,0.951979657496816,2.566467242247961
"online","strict","output_truncation_tail","startup_to_ready_ns",8,8,22788899.375,22750453.25,-38446.125,-1157205.375,915641.25,0.9983129450717494,0.9496987303563276,1.040390358072919
"online","strict","output_truncation_tail","tool_call_ns",8,8,118264181.375,87444783.5,-30819397.875,-68887633.125,9372713.25,0.7394020952356167,0.5207712939525007,1.1004975053566717
"online","strict","session_cancel_resources","codex_total_ns",8,8,59506755839.5,58621924267.25,-884831572.25,-8793347627,5034412542.125,0.9851305694661536,0.866157277679511,1.0894926716047004
"online","strict","session_cancel_resources","startup_to_ready_ns",8,8,261535240.875,266797205.125,5261964.25,1101266.25,9001883.875,1.020119522831399,1.0041799702794645,1.0347071405811616
"online","strict","session_cancel_resources","tool_call_ns",8,8,7393102245.875,7416350218.75,23247972.875,-15501519,64072589.125,1.0031445490812698,0.9978937567602425,1.0086428357110122
"online","strict","session_failure_recovery","codex_total_ns",8,8,28873713613.125,30260122385.5,1386408772.375,-764943687,3941744143.375,1.0480162957543773,0.9742606221586162,1.1383559504052794
"online","strict","session_failure_recovery","startup_to_ready_ns",8,8,44196496.875,46206932.375,2010435.5,-237895.625,4365245.25,1.0454885713156423,0.9946734895840387,1.1008933090148911
"online","strict","session_failure_recovery","tool_call_ns",8,8,120431598.25,127191447.125,6759848.875,-5790009.625,21179402.625,1.056130193182087,0.9505938178571571,1.1834630908797852
"online","strict","session_poll","codex_total_ns",8,8,39818399428.125,31311189396.25,-8507210031.875,-29230696549,2687463613.75,0.7863497741231134,0.5042630605327976,1.0878125847542932
"online","strict","session_poll","startup_to_ready_ns",8,8,22651926.125,23039321,387394.875,-673681.5,1366584.5,1.017102072153257,0.9709599823052335,1.0623616878821855
"online","strict","session_poll","tool_call_ns",8,8,2286702303.125,2294149412.25,7447109.125,-25549868.125,44557189.875,1.0032567025077217,0.9890105464252474,1.0194622928752437
"online","strict","session_sequence","codex_total_ns",7,7,52081624663.42857,43914750391.57143,-8166874271.857142,-28566367960.142857,12464026655,0.8431908696275391,0.5646468810676603,1.3016488386928176
"online","strict","session_sequence","startup_to_ready_ns",7,7,217672628.14285713,222203645.7142857,4531017.571428572,-1568055.857142857,12122959.857142856,1.020815743394502,0.9929042268692306,1.0569963106915548
"online","strict","session_sequence","tool_call_ns",7,7,517285595,531589700,14304105,-18119517,48958934.71428572,1.027652239185203,0.9654832077310416,1.09660493624973
"online","strict","stdin_backpressure","codex_total_ns",8,8,42610679870.25,35160000743.625,-7450679126.625,-40913282414.25,19068310345.375,0.8251452652407236,0.420125308695004,1.6662966701529718
"online","strict","stdin_backpressure","startup_to_ready_ns",8,8,23191944.875,23144206.375,-47738.5,-779639.625,684251.75,0.997941591347457,0.9664740515844191,1.0292626502512179
"online","strict","stdin_backpressure","tool_call_ns",8,8,98907816.25,82526133.5,-16381682.75,-53207617.5,18972213.875,0.8343742348067461,0.5779553495875317,1.2665426122655503
"online","strict","stdin_eof","codex_total_ns",8,8,29829355723.875,29015081399.5,-814274324.375,-2240001696.25,648191985.375,0.972702249022319,0.9272099857277081,1.0225448813536955
"online","strict","stdin_eof","startup_to_ready_ns",8,8,21946448.5,22997472.625,1051024.125,-55972.625,2425716.75,1.0478903967081508,0.9975600198068538,1.113135549487828
"online","strict","stdin_eof","tool_call_ns",8,8,91864215,93390041.625,1525826.625,-38376829.25,39097767.75,1.016609586496766,0.6566256743196042,1.5205234266757222
"online","strict","stdin_pty_utf8","codex_total_ns",8,8,48461455505.25,35735899125.25,-12725556380,-46816165817.875,9799095821.25,0.7374087045606503,0.38282874613859036,1.2539145920138035
"online","strict","stdin_pty_utf8","startup_to_ready_ns",8,8,22112361.625,23760442.375,1648080.75,65024.875,3154566.25,1.0745321000962962,1.0028775931848417,1.1474080908660995
"online","strict","stdin_pty_utf8","tool_call_ns",8,8,3470343779.875,3468223155.75,-2120624.125,-6893604.875,2796503.5,0.9993889296682081,0.9980155798719481,1.0008063906639075
"startup","AB","native-noop","startup_ns",500,500,432237.768,927654.948,495417.18,490593.458,500109.74,2.146168189541456,2.131228078309925,2.161610498355102
"startup","BA","native-noop","startup_ns",500,500,434042.726,930738.096,496695.37,491790.818,501828.836,2.14434672037333,2.1291794507007125,2.158969496920185
"startup","AB","native-small","startup_ns",500,500,431818.67,917947.896,486129.226,481540.272,490386.884,2.125771671706552,2.1089458252965128,2.142081984075351
"startup","BA","native-small","startup_ns",500,500,431358.828,924305.544,492946.716,487616.61,498699.234,2.142776463589613,2.1252529612784534,2.1599557730684
"startup","AB","shell-noop","startup_ns",500,500,738126.336,1231154.966,493028.63,486118.394,499830.35,1.6679461305659198,1.6555679761521656,1.680345346261833
"startup","BA","shell-noop","startup_ns",500,500,744383.956,1225967.938,481583.982,474261.042,488906.876,1.6469564236551064,1.6354110217265994,1.6589363860312134
"startup","linux / native-noop / full","linux / native-noop / full","startup_ns",1000,1000,434224.829,974931.923,540707.094,536913.112,544223.355,2.2452238054770466,2.232807003448524,2.257585940473215
"startup","linux / native-noop / minimal","linux / native-noop / minimal","startup_ns",1000,1000,433140.247,929196.522,496056.275,492661.568,499361.73,2.145255557376085,2.1345411529697067,2.1562670842540386
"startup","linux / native-small / full","linux / native-small / full","startup_ns",1000,1000,432415.909,968088.334,535672.425,531843.332,539440.341,2.238789817513398,2.2265278127371593,2.2508642110634067
"startup","linux / native-small / minimal","linux / native-small / minimal","startup_ns",1000,1000,431588.749,921126.72,489537.971,486155.077,493208.806,2.134269538152395,2.122918342065945,2.1460196825963327
"startup","linux / shell-noop / full","linux / shell-noop / full","startup_ns",1000,1000,742847.336,1274528.504,531681.168,526454.361,536691.114,1.7157340980219924,1.7069887197139888,1.7244365175142184
"startup","linux / shell-noop / minimal","linux / shell-noop / minimal","startup_ns",1000,1000,741255.146,1228561.452,487306.306,482453.333,491916.329,1.6574069787301011,1.6492185586125698,1.6654299053101216
